MISSION ELAPSED TIME (min),Rx(km)[J2000-EARTH],Ry(km)[J2000-EARTH],Rz(km)[J2000-EARTH],Vx(km/s)[J2000-EARTH],Vy(km/s)[J2000-EARTH],Vz(km/s)[J2000-EARTH],MASS (kg),EARTH Rx(km)[J2000-EARTH],EARTH Ry(km)[J2000-EARTH],EARTH Rz(km)[J2000-EARTH],EARTH Vx(km/s)[J2000-EARTH],EARTH Vy(km/s)[J2000-EARTH],EARTH Vz(km/s)[J2000-EARTH],MOON Rx(km)[J2000-EARTH],MOON Ry(km)[J2000-EARTH],MOON Rz(km)[J2000-EARTH],MOON Vx(km/s)[J2000-EARTH],MOON Vy(km/s)[J2000-EARTH],MOON Vz(km/s)[J2000-EARTH]
8293.543189,-355000,-115000.0,-64400.0,0.543,0.147,-0.0656,22000,0,0,0,0,0,0,-342000,-185000.0,-92400.0,0.539,-0.718,-0.399
8294.543189,-355000,-115000.0,-64400.0,0.544,0.147,-0.0656,22000,0,0,0,0,0,0,-342000,-185000.0,-92400.0,0.54,-0.718,-0.399
8295.543189,-355000,-115000.0,-64400.0,0.544,0.147,-0.0655,22000,0,0,0,0,0,0,-342000,-185000.0,-92400.0,0.54,-0.718,-0.399
8296.543189,-355000,-114000.0,-64400.0,0.544,0.147,-0.0655,22000,0,0,0,0,0,0,-342000,-185000.0,-92500.0,0.54,-0.718,-0.399
8297.543189,-355000,-114000.0,-64400.0,0.544,0.147,-0.0655,22000,0,0,0,0,0,0,-342000,-185000.0,-92500.0,0.54,-0.717,-0.399
8298.543189,-355000,-114000.0,-64400.0,0.544,0.147,-0.0655,22000,0,0,0,0,0,0,-342000,-185000.0,-92500.0,0.54,-0.717,-0.399
8299.543189,-354000,-114000.0,-64400.0,0.545,0.147,-0.0655,22000,0,0,0,0,0,0,-341000,-185000.0,-92500.0,0.54,-0.717,-0.399
8300.543189,-354000,-114000.0,-64400.0,0.545,0.147,-0.0655,22000,0,0,0,0,0,0,-341000,-185000.0,-92500.0,0.54,-0.717,-0.399
8301.543189,-354000,-114000.0,-64400.0,0.545,0.147,-0.0655,22000,0,0,0,0,0,0,-341000,-185000.0,-92600.0,0.541,-0.717,-0.399
8302.543189,-354000,-114000.0,-64400.0,0.545,0.147,-0.0655,22000,0,0,0,0,0,0,-341000,-185000.0,-92600.0,0.541,-0.717,-0.399
8303.543189,-354000,-114000.0,-64400.0,0.545,0.147,-0.0655,22000,0,0,0,0,0,0,-341000,-185000.0,-92600.0,0.541,-0.717,-0.399
8304.543189,-354000,-114000.0,-64400.0,0.545,0.147,-0.0655,22000,0,0,0,0,0,0,-341000,-185000.0,-92600.0,0.541,-0.717,-0.399
8305.543189,-354000,-114000.0,-64400.0,0.546,0.147,-0.0654,22000,0,0,0,0,0,0,-341000,-185000.0,-92700.0,0.541,-0.717,-0.399
8306.543189,-354000,-114000.0,-64400.0,0.546,0.147,-0.0654,22000,0,0,0,0,0,0,-341000,-185000.0,-92700.0,0.541,-0.717,-0.399
8307.543189,-354000,-114000.0,-64400.0,0.546,0.147,-0.0654,22000,0,0,0,0,0,0,-341000,-185000.0,-92700.0,0.541,-0.717,-0.399
8308.543189,-354000,-114000.0,-64400.0,0.546,0.147,-0.0654,22000,0,0,0,0,0,0,-341000,-185000.0,-92700.0,0.541,-0.717,-0.399
8309.543189,-354000,-114000.0,-64400.0,0.546,0.147,-0.0654,22000,0,0,0,0,0,0,-341000,-185000.0,-92800.0,0.542,-0.717,-0.399
8310.543189,-354000,-114000.0,-64400.0,0.546,0.147,-0.0654,22000,0,0,0,0,0,0,-341000,-185000.0,-92800.0,0.542,-0.717,-0.399
8311.543189,-354000,-114000.0,-64400.0,0.547,0.147,-0.0654,22000,0,0,0,0,0,0,-341000,-186000.0,-92800.0,0.542,-0.717,-0.399
8312.543189,-354000,-114000.0,-64400.0,0.547,0.147,-0.0654,22000,0,0,0,0,0,0,-341000,-186000.0,-92800.0,0.542,-0.716,-0.399
8313.543189,-354000,-114000.0,-64400.0,0.547,0.147,-0.0654,22000,0,0,0,0,0,0,-341000,-186000.0,-92900.0,0.542,-0.716,-0.399
8314.543189,-354000,-114000.0,-64400.0,0.547,0.147,-0.0653,22000,0,0,0,0,0,0,-341000,-186000.0,-92900.0,0.542,-0.716,-0.399
8315.543189,-354000,-114000.0,-64400.0,0.547,0.147,-0.0653,22000,0,0,0,0,0,0,-341000,-186000.0,-92900.0,0.542,-0.716,-0.399
8316.543189,-354000,-114000.0,-64500.0,0.547,0.147,-0.0653,22000,0,0,0,0,0,0,-341000,-186000.0,-92900.0,0.542,-0.716,-0.399
8317.543189,-354000,-114000.0,-64500.0,0.548,0.147,-0.0653,22000,0,0,0,0,0,0,-341000,-186000.0,-93000.0,0.543,-0.716,-0.399
8318.543189,-354000,-114000.0,-64500.0,0.548,0.147,-0.0653,22000,0,0,0,0,0,0,-341000,-186000.0,-93000.0,0.543,-0.716,-0.399
8319.543189,-354000,-114000.0,-64500.0,0.548,0.147,-0.0653,22000,0,0,0,0,0,0,-341000,-186000.0,-93000.0,0.543,-0.716,-0.399
8320.543189,-354000,-114000.0,-64500.0,0.548,0.147,-0.0653,22000,0,0,0,0,0,0,-341000,-186000.0,-93000.0,0.543,-0.716,-0.398
8321.543189,-354000,-114000.0,-64500.0,0.548,0.147,-0.0653,22000,0,0,0,0,0,0,-341000,-186000.0,-93100.0,0.543,-0.716,-0.398
8322.543189,-354000,-114000.0,-64500.0,0.548,0.147,-0.0653,22000,0,0,0,0,0,0,-341000,-186000.0,-93100.0,0.543,-0.716,-0.398
8323.543189,-354000,-114000.0,-64500.0,0.549,0.147,-0.0652,22000,0,0,0,0,0,0,-341000,-186000.0,-93100.0,0.543,-0.716,-0.398
8324.543189,-354000,-114000.0,-64500.0,0.549,0.147,-0.0652,22000,0,0,0,0,0,0,-341000,-186000.0,-93100.0,0.544,-0.716,-0.398
8325.543189,-354000,-114000.0,-64500.0,0.549,0.147,-0.0652,22000,0,0,0,0,0,0,-341000,-186000.0,-93100.0,0.544,-0.716,-0.398
8326.543189,-354000,-114000.0,-64500.0,0.549,0.147,-0.0652,22000,0,0,0,0,0,0,-341000,-186000.0,-93200.0,0.544,-0.715,-0.398
8327.543189,-354000,-114000.0,-64500.0,0.549,0.147,-0.0652,22000,0,0,0,0,0,0,-341000,-186000.0,-93200.0,0.544,-0.715,-0.398
8328.543189,-354000,-114000.0,-64500.0,0.549,0.147,-0.0652,22000,0,0,0,0,0,0,-341000,-186000.0,-93200.0,0.544,-0.715,-0.398
8329.543189,-353000,-114000.0,-64500.0,0.55,0.147,-0.0652,22000,0,0,0,0,0,0,-340000,-186000.0,-93200.0,0.544,-0.715,-0.398
8330.543189,-353000,-114000.0,-64500.0,0.55,0.147,-0.0652,22000,0,0,0,0,0,0,-340000,-186000.0,-93300.0,0.544,-0.715,-0.398
8331.543189,-353000,-114000.0,-64500.0,0.55,0.147,-0.0651,22000,0,0,0,0,0,0,-340000,-186000.0,-93300.0,0.544,-0.715,-0.398
8332.543189,-353000,-114000.0,-64500.0,0.55,0.147,-0.0651,22000,0,0,0,0,0,0,-340000,-186000.0,-93300.0,0.545,-0.715,-0.398
8333.543189,-353000,-114000.0,-64500.0,0.55,0.147,-0.0651,22000,0,0,0,0,0,0,-340000,-186000.0,-93300.0,0.545,-0.715,-0.398
8334.543189,-353000,-114000.0,-64500.0,0.55,0.147,-0.0651,22000,0,0,0,0,0,0,-340000,-187000.0,-93400.0,0.545,-0.715,-0.398
8335.543189,-353000,-114000.0,-64500.0,0.551,0.147,-0.0651,22000,0,0,0,0,0,0,-340000,-187000.0,-93400.0,0.545,-0.715,-0.398
8336.543189,-353000,-114000.0,-64500.0,0.551,0.147,-0.0651,22000,0,0,0,0,0,0,-340000,-187000.0,-93400.0,0.545,-0.715,-0.398
8337.543189,-353000,-114000.0,-64500.0,0.551,0.147,-0.0651,22000,0,0,0,0,0,0,-340000,-187000.0,-93400.0,0.545,-0.715,-0.398
8338.543189,-353000,-114000.0,-64500.0,0.551,0.147,-0.0651,22000,0,0,0,0,0,0,-340000,-187000.0,-93500.0,0.545,-0.715,-0.398
8339.543189,-353000,-114000.0,-64500.0,0.551,0.147,-0.0651,22000,0,0,0,0,0,0,-340000,-187000.0,-93500.0,0.545,-0.715,-0.398
8340.543189,-353000,-114000.0,-64500.0,0.551,0.147,-0.065,22000,0,0,0,0,0,0,-340000,-187000.0,-93500.0,0.546,-0.715,-0.398
8341.543189,-353000,-114000.0,-64500.0,0.552,0.147,-0.065,22000,0,0,0,0,0,0,-340000,-187000.0,-93500.0,0.546,-0.714,-0.398
8342.543189,-353000,-114000.0,-64600.0,0.552,0.147,-0.065,22000,0,0,0,0,0,0,-340000,-187000.0,-93600.0,0.546,-0.714,-0.398
8343.543189,-353000,-114000.0,-64600.0,0.552,0.147,-0.065,22000,0,0,0,0,0,0,-340000,-187000.0,-93600.0,0.546,-0.714,-0.398
8344.543189,-353000,-114000.0,-64600.0,0.552,0.147,-0.065,22000,0,0,0,0,0,0,-340000,-187000.0,-93600.0,0.546,-0.714,-0.398
8345.543189,-353000,-114000.0,-64600.0,0.552,0.147,-0.065,22000,0,0,0,0,0,0,-340000,-187000.0,-93600.0,0.546,-0.714,-0.398
8346.543189,-353000,-114000.0,-64600.0,0.552,0.147,-0.065,22000,0,0,0,0,0,0,-340000,-187000.0,-93600.0,0.546,-0.714,-0.398
8347.543189,-353000,-114000.0,-64600.0,0.553,0.147,-0.065,22000,0,0,0,0,0,0,-340000,-187000.0,-93700.0,0.547,-0.714,-0.398
8348.543189,-353000,-114000.0,-64600.0,0.553,0.147,-0.0649,22000,0,0,0,0,0,0,-340000,-187000.0,-93700.0,0.547,-0.714,-0.397
8349.543189,-353000,-114000.0,-64600.0,0.553,0.147,-0.0649,22000,0,0,0,0,0,0,-340000,-187000.0,-93700.0,0.547,-0.714,-0.397
8350.543189,-353000,-114000.0,-64600.0,0.553,0.147,-0.0649,22000,0,0,0,0,0,0,-340000,-187000.0,-93700.0,0.547,-0.714,-0.397
8351.543189,-353000,-114000.0,-64600.0,0.553,0.147,-0.0649,22000,0,0,0,0,0,0,-340000,-187000.0,-93800.0,0.547,-0.714,-0.397
8352.543189,-353000,-114000.0,-64600.0,0.553,0.147,-0.0649,22000,0,0,0,0,0,0,-340000,-187000.0,-93800.0,0.547,-0.714,-0.397
8353.543189,-353000,-114000.0,-64600.0,0.554,0.147,-0.0649,22000,0,0,0,0,0,0,-340000,-187000.0,-93800.0,0.547,-0.714,-0.397
8354.543189,-353000,-114000.0,-64600.0,0.554,0.147,-0.0649,22000,0,0,0,0,0,0,-340000,-187000.0,-93800.0,0.547,-0.714,-0.397
8355.543189,-353000,-114000.0,-64600.0,0.554,0.147,-0.0649,22000,0,0,0,0,0,0,-340000,-187000.0,-93900.0,0.548,-0.713,-0.397
8356.543189,-353000,-114000.0,-64600.0,0.554,0.147,-0.0648,22000,0,0,0,0,0,0,-340000,-187000.0,-93900.0,0.548,-0.713,-0.397
8357.543189,-353000,-114000.0,-64600.0,0.554,0.147,-0.0648,22000,0,0,0,0,0,0,-340000,-188000.0,-93900.0,0.548,-0.713,-0.397
8358.543189,-353000,-114000.0,-64600.0,0.554,0.147,-0.0648,22000,0,0,0,0,0,0,-340000,-188000.0,-93900.0,0.548,-0.713,-0.397
8359.543189,-353000,-114000.0,-64600.0,0.555,0.147,-0.0648,22000,0,0,0,0,0,0,-340000,-188000.0,-94000.0,0.548,-0.713,-0.397
8360.543189,-352000,-114000.0,-64600.0,0.555,0.147,-0.0648,22000,0,0,0,0,0,0,-339000,-188000.0,-94000.0,0.548,-0.713,-0.397
8361.543189,-352000,-114000.0,-64600.0,0.555,0.147,-0.0648,22000,0,0,0,0,0,0,-339000,-188000.0,-94000.0,0.548,-0.713,-0.397
8362.543189,-352000,-114000.0,-64600.0,0.555,0.147,-0.0648,22000,0,0,0,0,0,0,-339000,-188000.0,-94000.0,0.548,-0.713,-0.397
8363.543189,-352000,-114000.0,-64600.0,0.555,0.147,-0.0648,22000,0,0,0,0,0,0,-339000,-188000.0,-94100.0,0.549,-0.713,-0.397
8364.543189,-352000,-114000.0,-64600.0,0.555,0.147,-0.0647,22000,0,0,0,0,0,0,-339000,-188000.0,-94100.0,0.549,-0.713,-0.397
8365.543189,-352000,-114000.0,-64600.0,0.556,0.147,-0.0647,22000,0,0,0,0,0,0,-339000,-188000.0,-94100.0,0.549,-0.713,-0.397
8366.543189,-352000,-114000.0,-64600.0,0.556,0.147,-0.0647,22000,0,0,0,0,0,0,-339000,-188000.0,-94100.0,0.549,-0.713,-0.397
8367.543189,-352000,-114000.0,-64600.0,0.556,0.147,-0.0647,22000,0,0,0,0,0,0,-339000,-188000.0,-94100.0,0.549,-0.713,-0.397
8368.543189,-352000,-114000.0,-64700.0,0.556,0.147,-0.0647,22000,0,0,0,0,0,0,-339000,-188000.0,-94200.0,0.549,-0.713,-0.397
8369.543189,-352000,-114000.0,-64700.0,0.556,0.147,-0.0647,22000,0,0,0,0,0,0,-339000,-188000.0,-94200.0,0.549,-0.712,-0.397
8370.543189,-352000,-114000.0,-64700.0,0.556,0.147,-0.0647,22000,0,0,0,0,0,0,-339000,-188000.0,-94200.0,0.55,-0.712,-0.397
8371.543189,-352000,-114000.0,-64700.0,0.557,0.147,-0.0647,22000,0,0,0,0,0,0,-339000,-188000.0,-94200.0,0.55,-0.712,-0.397
8372.543189,-352000,-114000.0,-64700.0,0.557,0.148,-0.0646,22000,0,0,0,0,0,0,-339000,-188000.0,-94300.0,0.55,-0.712,-0.397
8373.543189,-352000,-114000.0,-64700.0,0.557,0.148,-0.0646,22000,0,0,0,0,0,0,-339000,-188000.0,-94300.0,0.55,-0.712,-0.397
8374.543189,-352000,-114000.0,-64700.0,0.557,0.148,-0.0646,22000,0,0,0,0,0,0,-339000,-188000.0,-94300.0,0.55,-0.712,-0.397
8375.543189,-352000,-114000.0,-64700.0,0.557,0.148,-0.0646,22000,0,0,0,0,0,0,-339000,-188000.0,-94300.0,0.55,-0.712,-0.397
8376.543189,-352000,-114000.0,-64700.0,0.557,0.148,-0.0646,22000,0,0,0,0,0,0,-339000,-188000.0,-94400.0,0.55,-0.712,-0.396
8377.543189,-352000,-114000.0,-64700.0,0.558,0.148,-0.0646,22000,0,0,0,0,0,0,-339000,-188000.0,-94400.0,0.55,-0.712,-0.396
8378.543189,-352000,-114000.0,-64700.0,0.558,0.148,-0.0646,22000,0,0,0,0,0,0,-339000,-188000.0,-94400.0,0.551,-0.712,-0.396
8379.543189,-352000,-114000.0,-64700.0,0.558,0.148,-0.0646,22000,0,0,0,0,0,0,-339000,-188000.0,-94400.0,0.551,-0.712,-0.396
8380.543189,-352000,-114000.0,-64700.0,0.558,0.148,-0.0645,22000,0,0,0,0,0,0,-339000,-188000.0,-94500.0,0.551,-0.712,-0.396
8381.543189,-352000,-114000.0,-64700.0,0.558,0.148,-0.0645,22000,0,0,0,0,0,0,-339000,-189000.0,-94500.0,0.551,-0.712,-0.396
8382.543189,-352000,-114000.0,-64700.0,0.558,0.148,-0.0645,22000,0,0,0,0,0,0,-339000,-189000.0,-94500.0,0.551,-0.712,-0.396
8383.543189,-352000,-114000.0,-64700.0,0.559,0.148,-0.0645,22000,0,0,0,0,0,0,-339000,-189000.0,-94500.0,0.551,-0.711,-0.396
8384.543189,-352000,-114000.0,-64700.0,0.559,0.148,-0.0645,22000,0,0,0,0,0,0,-339000,-189000.0,-94600.0,0.551,-0.711,-0.396
8385.543189,-352000,-114000.0,-64700.0,0.559,0.148,-0.0645,22000,0,0,0,0,0,0,-339000,-189000.0,-94600.0,0.551,-0.711,-0.396
8386.543189,-352000,-114000.0,-64700.0,0.559,0.148,-0.0645,22000,0,0,0,0,0,0,-339000,-189000.0,-94600.0,0.552,-0.711,-0.396
8387.543189,-352000,-114000.0,-64700.0,0.559,0.148,-0.0644,22000,0,0,0,0,0,0,-339000,-189000.0,-94600.0,0.552,-0.711,-0.396
8388.543189,-352000,-114000.0,-64700.0,0.559,0.148,-0.0644,22000,0,0,0,0,0,0,-339000,-189000.0,-94600.0,0.552,-0.711,-0.396
8389.543189,-352000,-114000.0,-64700.0,0.56,0.148,-0.0644,22000,0,0,0,0,0,0,-339000,-189000.0,-94700.0,0.552,-0.711,-0.396
8390.543189,-351000,-114000.0,-64700.0,0.56,0.148,-0.0644,22000,0,0,0,0,0,0,-338000,-189000.0,-94700.0,0.552,-0.711,-0.396
8391.543189,-351000,-114000.0,-64700.0,0.56,0.148,-0.0644,22000,0,0,0,0,0,0,-338000,-189000.0,-94700.0,0.552,-0.711,-0.396
8392.543189,-351000,-114000.0,-64700.0,0.56,0.148,-0.0644,22000,0,0,0,0,0,0,-338000,-189000.0,-94700.0,0.552,-0.711,-0.396
8393.543189,-351000,-114000.0,-64800.0,0.56,0.148,-0.0644,22000,0,0,0,0,0,0,-338000,-189000.0,-94800.0,0.552,-0.711,-0.396
8394.543189,-351000,-114000.0,-64800.0,0.56,0.148,-0.0644,22000,0,0,0,0,0,0,-338000,-189000.0,-94800.0,0.553,-0.711,-0.396
8395.543189,-351000,-114000.0,-64800.0,0.561,0.148,-0.0643,22000,0,0,0,0,0,0,-338000,-189000.0,-94800.0,0.553,-0.711,-0.396
8396.543189,-351000,-114000.0,-64800.0,0.561,0.148,-0.0643,22000,0,0,0,0,0,0,-338000,-189000.0,-94800.0,0.553,-0.711,-0.396
8397.543189,-351000,-114000.0,-64800.0,0.561,0.148,-0.0643,22000,0,0,0,0,0,0,-338000,-189000.0,-94900.0,0.553,-0.71,-0.396
8398.543189,-351000,-114000.0,-64800.0,0.561,0.148,-0.0643,22000,0,0,0,0,0,0,-338000,-189000.0,-94900.0,0.553,-0.71,-0.396
8399.543189,-351000,-114000.0,-64800.0,0.561,0.148,-0.0643,22000,0,0,0,0,0,0,-338000,-189000.0,-94900.0,0.553,-0.71,-0.396
8400.543189,-351000,-114000.0,-64800.0,0.561,0.148,-0.0643,22000,0,0,0,0,0,0,-338000,-189000.0,-94900.0,0.553,-0.71,-0.396
8401.543189,-351000,-114000.0,-64800.0,0.562,0.148,-0.0643,22000,0,0,0,0,0,0,-338000,-189000.0,-95000.0,0.554,-0.71,-0.396
8402.543189,-351000,-114000.0,-64800.0,0.562,0.148,-0.0642,22000,0,0,0,0,0,0,-338000,-189000.0,-95000.0,0.554,-0.71,-0.396
8403.543189,-351000,-114000.0,-64800.0,0.562,0.148,-0.0642,22000,0,0,0,0,0,0,-338000,-189000.0,-95000.0,0.554,-0.71,-0.396
8404.543189,-351000,-114000.0,-64800.0,0.562,0.148,-0.0642,22000,0,0,0,0,0,0,-338000,-190000.0,-95000.0,0.554,-0.71,-0.395
8405.543189,-351000,-114000.0,-64800.0,0.562,0.148,-0.0642,22000,0,0,0,0,0,0,-338000,-190000.0,-95100.0,0.554,-0.71,-0.395
8406.543189,-351000,-114000.0,-64800.0,0.562,0.148,-0.0642,22000,0,0,0,0,0,0,-338000,-190000.0,-95100.0,0.554,-0.71,-0.395
8407.543189,-351000,-114000.0,-64800.0,0.563,0.148,-0.0642,22000,0,0,0,0,0,0,-338000,-190000.0,-95100.0,0.554,-0.71,-0.395
8408.543189,-351000,-114000.0,-64800.0,0.563,0.148,-0.0642,22000,0,0,0,0,0,0,-338000,-190000.0,-95100.0,0.554,-0.71,-0.395
8409.543189,-351000,-113000.0,-64800.0,0.563,0.148,-0.0641,22000,0,0,0,0,0,0,-338000,-190000.0,-95100.0,0.555,-0.71,-0.395
8410.543189,-351000,-113000.0,-64800.0,0.563,0.148,-0.0641,22000,0,0,0,0,0,0,-338000,-190000.0,-95200.0,0.555,-0.71,-0.395
8411.543189,-351000,-113000.0,-64800.0,0.563,0.148,-0.0641,22000,0,0,0,0,0,0,-338000,-190000.0,-95200.0,0.555,-0.709,-0.395
8412.543189,-351000,-113000.0,-64800.0,0.564,0.148,-0.0641,22000,0,0,0,0,0,0,-338000,-190000.0,-95200.0,0.555,-0.709,-0.395
8413.543189,-351000,-113000.0,-64800.0,0.564,0.148,-0.0641,22000,0,0,0,0,0,0,-338000,-190000.0,-95200.0,0.555,-0.709,-0.395
8414.543189,-351000,-113000.0,-64800.0,0.564,0.148,-0.0641,22000,0,0,0,0,0,0,-338000,-190000.0,-95300.0,0.555,-0.709,-0.395
8415.543189,-351000,-113000.0,-64800.0,0.564,0.148,-0.0641,22000,0,0,0,0,0,0,-338000,-190000.0,-95300.0,0.555,-0.709,-0.395
8416.543189,-351000,-113000.0,-64800.0,0.564,0.148,-0.064,22000,0,0,0,0,0,0,-338000,-190000.0,-95300.0,0.555,-0.709,-0.395
8417.543189,-351000,-113000.0,-64800.0,0.564,0.148,-0.064,22000,0,0,0,0,0,0,-338000,-190000.0,-95300.0,0.556,-0.709,-0.395
8418.543189,-351000,-113000.0,-64800.0,0.565,0.148,-0.064,22000,0,0,0,0,0,0,-338000,-190000.0,-95400.0,0.556,-0.709,-0.395
8419.543189,-350000,-113000.0,-64900.0,0.565,0.148,-0.064,22000,0,0,0,0,0,0,-338000,-190000.0,-95400.0,0.556,-0.709,-0.395
8420.543189,-350000,-113000.0,-64900.0,0.565,0.148,-0.064,22000,0,0,0,0,0,0,-337000,-190000.0,-95400.0,0.556,-0.709,-0.395
8421.543189,-350000,-113000.0,-64900.0,0.565,0.148,-0.064,22000,0,0,0,0,0,0,-337000,-190000.0,-95400.0,0.556,-0.709,-0.395
8422.543189,-350000,-113000.0,-64900.0,0.565,0.148,-0.064,22000,0,0,0,0,0,0,-337000,-190000.0,-95500.0,0.556,-0.709,-0.395
8423.543189,-350000,-113000.0,-64900.0,0.565,0.148,-0.0639,22000,0,0,0,0,0,0,-337000,-190000.0,-95500.0,0.556,-0.709,-0.395
8424.543189,-350000,-113000.0,-64900.0,0.566,0.148,-0.0639,22000,0,0,0,0,0,0,-337000,-190000.0,-95500.0,0.557,-0.709,-0.395
8425.543189,-350000,-113000.0,-64900.0,0.566,0.148,-0.0639,22000,0,0,0,0,0,0,-337000,-190000.0,-95500.0,0.557,-0.708,-0.395
8426.543189,-350000,-113000.0,-64900.0,0.566,0.148,-0.0639,22000,0,0,0,0,0,0,-337000,-190000.0,-95600.0,0.557,-0.708,-0.395
8427.543189,-350000,-113000.0,-64900.0,0.566,0.148,-0.0639,22000,0,0,0,0,0,0,-337000,-190000.0,-95600.0,0.557,-0.708,-0.395
8428.543189,-350000,-113000.0,-64900.0,0.566,0.148,-0.0639,22000,0,0,0,0,0,0,-337000,-191000.0,-95600.0,0.557,-0.708,-0.395
8429.543189,-350000,-113000.0,-64900.0,0.566,0.148,-0.0639,22000,0,0,0,0,0,0,-337000,-191000.0,-95600.0,0.557,-0.708,-0.395
8430.543189,-350000,-113000.0,-64900.0,0.567,0.148,-0.0638,22000,0,0,0,0,0,0,-337000,-191000.0,-95600.0,0.557,-0.708,-0.395
8431.543189,-350000,-113000.0,-64900.0,0.567,0.148,-0.0638,22000,0,0,0,0,0,0,-337000,-191000.0,-95700.0,0.557,-0.708,-0.395
8432.543189,-350000,-113000.0,-64900.0,0.567,0.148,-0.0638,22000,0,0,0,0,0,0,-337000,-191000.0,-95700.0,0.558,-0.708,-0.394
8433.543189,-350000,-113000.0,-64900.0,0.567,0.148,-0.0638,22000,0,0,0,0,0,0,-337000,-191000.0,-95700.0,0.558,-0.708,-0.394
8434.543189,-350000,-113000.0,-64900.0,0.567,0.148,-0.0638,22000,0,0,0,0,0,0,-337000,-191000.0,-95700.0,0.558,-0.708,-0.394
8435.543189,-350000,-113000.0,-64900.0,0.567,0.148,-0.0638,22000,0,0,0,0,0,0,-337000,-191000.0,-95800.0,0.558,-0.708,-0.394
8436.543189,-350000,-113000.0,-64900.0,0.568,0.148,-0.0637,22000,0,0,0,0,0,0,-337000,-191000.0,-95800.0,0.558,-0.708,-0.394
8437.543189,-350000,-113000.0,-64900.0,0.568,0.148,-0.0637,22000,0,0,0,0,0,0,-337000,-191000.0,-95800.0,0.558,-0.708,-0.394
8438.543189,-350000,-113000.0,-64900.0,0.568,0.148,-0.0637,22000,0,0,0,0,0,0,-337000,-191000.0,-95800.0,0.558,-0.708,-0.394
8439.543189,-350000,-113000.0,-64900.0,0.568,0.148,-0.0637,22000,0,0,0,0,0,0,-337000,-191000.0,-95900.0,0.558,-0.707,-0.394
8440.543189,-350000,-113000.0,-64900.0,0.568,0.148,-0.0637,22000,0,0,0,0,0,0,-337000,-191000.0,-95900.0,0.559,-0.707,-0.394
8441.543189,-350000,-113000.0,-64900.0,0.568,0.148,-0.0637,22000,0,0,0,0,0,0,-337000,-191000.0,-95900.0,0.559,-0.707,-0.394
8442.543189,-350000,-113000.0,-64900.0,0.569,0.148,-0.0637,22000,0,0,0,0,0,0,-337000,-191000.0,-95900.0,0.559,-0.707,-0.394
8443.543189,-350000,-113000.0,-64900.0,0.569,0.148,-0.0636,22000,0,0,0,0,0,0,-337000,-191000.0,-96000.0,0.559,-0.707,-0.394
8444.543189,-350000,-113000.0,-64900.0,0.569,0.148,-0.0636,22000,0,0,0,0,0,0,-337000,-191000.0,-96000.0,0.559,-0.707,-0.394
8445.543189,-350000,-113000.0,-65000.0,0.569,0.148,-0.0636,22000,0,0,0,0,0,0,-337000,-191000.0,-96000.0,0.559,-0.707,-0.394
8446.543189,-350000,-113000.0,-65000.0,0.569,0.148,-0.0636,22000,0,0,0,0,0,0,-337000,-191000.0,-96000.0,0.559,-0.707,-0.394
8447.543189,-350000,-113000.0,-65000.0,0.569,0.148,-0.0636,22000,0,0,0,0,0,0,-337000,-191000.0,-96000.0,0.559,-0.707,-0.394
8448.543189,-350000,-113000.0,-65000.0,0.57,0.148,-0.0636,22000,0,0,0,0,0,0,-337000,-191000.0,-96100.0,0.56,-0.707,-0.394
8449.543189,-349000,-113000.0,-65000.0,0.57,0.148,-0.0636,22000,0,0,0,0,0,0,-337000,-191000.0,-96100.0,0.56,-0.707,-0.394
8450.543189,-349000,-113000.0,-65000.0,0.57,0.149,-0.0635,22000,0,0,0,0,0,0,-336000,-191000.0,-96100.0,0.56,-0.707,-0.394
8451.543189,-349000,-113000.0,-65000.0,0.57,0.149,-0.0635,22000,0,0,0,0,0,0,-336000,-192000.0,-96100.0,0.56,-0.707,-0.394
8452.543189,-349000,-113000.0,-65000.0,0.57,0.149,-0.0635,22000,0,0,0,0,0,0,-336000,-192000.0,-96200.0,0.56,-0.707,-0.394
8453.543189,-349000,-113000.0,-65000.0,0.57,0.149,-0.0635,22000,0,0,0,0,0,0,-336000,-192000.0,-96200.0,0.56,-0.706,-0.394
8454.543189,-349000,-113000.0,-65000.0,0.571,0.149,-0.0635,22000,0,0,0,0,0,0,-336000,-192000.0,-96200.0,0.56,-0.706,-0.394
8455.543189,-349000,-113000.0,-65000.0,0.571,0.149,-0.0635,22000,0,0,0,0,0,0,-336000,-192000.0,-96200.0,0.561,-0.706,-0.394
8456.543189,-349000,-113000.0,-65000.0,0.571,0.149,-0.0634,22000,0,0,0,0,0,0,-336000,-192000.0,-96300.0,0.561,-0.706,-0.394
8457.543189,-349000,-113000.0,-65000.0,0.571,0.149,-0.0634,22000,0,0,0,0,0,0,-336000,-192000.0,-96300.0,0.561,-0.706,-0.394
8458.543189,-349000,-113000.0,-65000.0,0.571,0.149,-0.0634,22000,0,0,0,0,0,0,-336000,-192000.0,-96300.0,0.561,-0.706,-0.394
8459.543189,-349000,-113000.0,-65000.0,0.571,0.149,-0.0634,22000,0,0,0,0,0,0,-336000,-192000.0,-96300.0,0.561,-0.706,-0.394
8460.543189,-349000,-113000.0,-65000.0,0.572,0.149,-0.0634,22000,0,0,0,0,0,0,-336000,-192000.0,-96400.0,0.561,-0.706,-0.393
