MISSION ELAPSED TIME (min),Rx(km)[J2000-EARTH],Ry(km)[J2000-EARTH],Rz(km)[J2000-EARTH],Vx(km/s)[J2000-EARTH],Vy(km/s)[J2000-EARTH],Vz(km/s)[J2000-EARTH],MASS (kg),EARTH Rx(km)[J2000-EARTH],EARTH Ry(km)[J2000-EARTH],EARTH Rz(km)[J2000-EARTH],EARTH Vx(km/s)[J2000-EARTH],EARTH Vy(km/s)[J2000-EARTH],EARTH Vz(km/s)[J2000-EARTH],MOON Rx(km)[J2000-EARTH],MOON Ry(km)[J2000-EARTH],MOON Rz(km)[J2000-EARTH],MOON Vx(km/s)[J2000-EARTH],MOON Vy(km/s)[J2000-EARTH],MOON Vz(km/s)[J2000-EARTH]
0.0,3690,4220.0,3030.0,-0.308,0.269,0.00072,4590,0,0,0,0,0,0,-315000,212000.0,121000.0,-0.633,-0.668,-0.347
8.236480545,2320,4870.0,3700.0,-7.47,2.14,2.89,60100,0,0,0,0,0,0,-316000,212000.0,121000.0,-0.632,-0.668,-0.347
9.236480545,1870,4980.0,3860.0,-7.65,1.72,2.57,60100,0,0,0,0,0,0,-316000,212000.0,121000.0,-0.631,-0.668,-0.347
10.23648055,1400,5070.0,4010.0,-7.79,1.31,2.24,60100,0,0,0,0,0,0,-316000,212000.0,121000.0,-0.631,-0.668,-0.347
11.23648055,932,5140.0,4130.0,-7.88,0.888,1.91,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.631,-0.669,-0.347
12.23648055,457,5180.0,4240.0,-7.94,0.475,1.57,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.631,-0.669,-0.347
13.23648055,-20,5200.0,4320.0,-7.96,0.0692,1.24,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.631,-0.669,-0.347
14.23648055,-497,5190.0,4380.0,-7.94,-0.328,0.905,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.631,-0.669,-0.348
15.23648055,-972,5160.0,4430.0,-7.88,-0.715,0.575,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.631,-0.669,-0.348
16.23648055,-1440,5100.0,4450.0,-7.79,-1.09,0.25,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.631,-0.669,-0.348
17.23648055,-1910,5030.0,4460.0,-7.68,-1.45,-0.0673,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.63,-0.669,-0.348
18.23648055,-2360,4930.0,4450.0,-7.53,-1.79,-0.376,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.63,-0.669,-0.348
19.23648055,-2810,4810.0,4410.0,-7.35,-2.12,-0.676,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.63,-0.669,-0.348
20.23648055,-3240,4670.0,4370.0,-7.16,-2.43,-0.965,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.63,-0.669,-0.348
21.23648055,-3670,4520.0,4300.0,-6.93,-2.73,-1.24,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.63,-0.669,-0.348
22.23648055,-4080,4350.0,4220.0,-6.69,-3.0,-1.51,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.63,-0.669,-0.348
23.23648055,-4470,4160.0,4120.0,-6.43,-3.26,-1.76,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.63,-0.669,-0.348
24.23648055,-4850,3960.0,4010.0,-6.16,-3.5,-2.0,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.63,-0.67,-0.348
25.23648055,-5210,3740.0,3880.0,-5.87,-3.72,-2.23,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.629,-0.67,-0.348
26.23648055,-5550,3510.0,3740.0,-5.57,-3.93,-2.44,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.629,-0.67,-0.348
27.23648055,-5880,3270.0,3590.0,-5.26,-4.11,-2.64,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.629,-0.67,-0.348
28.23648055,-6180,3020.0,3420.0,-4.93,-4.28,-2.83,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.629,-0.67,-0.348
29.23648055,-6470,2760.0,3250.0,-4.6,-4.43,-3.01,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.629,-0.67,-0.348
30.23648055,-6730,2490.0,3060.0,-4.27,-4.56,-3.17,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.629,-0.67,-0.348
31.23648055,-6980,2210.0,2870.0,-3.93,-4.68,-3.31,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.629,-0.67,-0.348
32.23648055,-7210,1930.0,2660.0,-3.58,-4.78,-3.45,60100,0,0,0,0,0,0,-316000,211000.0,121000.0,-0.629,-0.67,-0.348
33.23648055,-7410,1640.0,2450.0,-3.23,-4.86,-3.57,60100,0,0,0,0,0,0,-317000,211000.0,121000.0,-0.628,-0.67,-0.348
34.23648055,-7590,1340.0,2230.0,-2.88,-4.93,-3.68,60100,0,0,0,0,0,0,-317000,211000.0,121000.0,-0.628,-0.67,-0.348
35.23648055,-7760,1040.0,2010.0,-2.53,-4.99,-3.78,60100,0,0,0,0,0,0,-317000,211000.0,121000.0,-0.628,-0.67,-0.348
36.23648055,-7900,744.0,1780.0,-2.18,-5.03,-3.86,60100,0,0,0,0,0,0,-317000,210000.0,121000.0,-0.628,-0.671,-0.349
37.23648055,-8020,441.0,1550.0,-1.83,-5.06,-3.94,60100,0,0,0,0,0,0,-317000,210000.0,121000.0,-0.628,-0.671,-0.349
38.23648055,-8120,137.0,1310.0,-1.48,-5.07,-4.0,60100,0,0,0,0,0,0,-317000,210000.0,121000.0,-0.628,-0.671,-0.349
39.23648055,-8190,-167.0,1070.0,-1.13,-5.07,-4.05,60100,0,0,0,0,0,0,-317000,210000.0,121000.0,-0.628,-0.671,-0.349
40.23648055,-8250,-471.0,823.0,-0.782,-5.05,-4.09,60100,0,0,0,0,0,0,-317000,210000.0,121000.0,-0.628,-0.671,-0.349
41.23648055,-8290,-773.0,577.0,-0.439,-5.03,-4.12,60100,0,0,0,0,0,0,-317000,210000.0,121000.0,-0.628,-0.671,-0.349
42.23648055,-8300,-1070.0,329.0,-0.0996,-4.99,-4.14,60100,0,0,0,0,0,0,-317000,210000.0,121000.0,-0.627,-0.671,-0.349
43.23648055,-8300,-1370.0,80.3,0.236,-4.94,-4.15,60100,0,0,0,0,0,0,-317000,210000.0,121000.0,-0.627,-0.671,-0.349
44.23648055,-8280,-1670.0,-169.0,0.568,-4.88,-4.14,60100,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.627,-0.671,-0.349
45.23648055,-8230,-1960.0,-417.0,0.894,-4.81,-4.13,60100,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.627,-0.671,-0.349
46.23648055,-8170,-2240.0,-664.0,1.22,-4.73,-4.11,60100,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.627,-0.671,-0.349
47.23648055,-8090,-2520.0,-910.0,1.53,-4.63,-4.08,60100,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.627,-0.671,-0.349
48.23648055,-7990,-2800.0,-1150.0,1.84,-4.53,-4.04,60100,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.627,-0.671,-0.349
48.63913203,-7940,-2910.0,-1250.0,1.98,-4.52,-4.05,59500,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.627,-0.672,-0.349
49.63913203,-7810,-3180.0,-1490.0,2.28,-4.4,-4.0,59500,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.626,-0.672,-0.349
50.63913203,-7670,-3440.0,-1730.0,2.57,-4.28,-3.94,59500,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.626,-0.672,-0.349
51.63913203,-7500,-3690.0,-1970.0,2.86,-4.14,-3.87,59500,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.626,-0.672,-0.349
52.63913203,-7320,-3930.0,-2200.0,3.14,-4.0,-3.79,59500,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.626,-0.672,-0.349
53.63913203,-7130,-4170.0,-2420.0,3.41,-3.85,-3.7,59500,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.626,-0.672,-0.349
54.63913203,-6910,-4390.0,-2640.0,3.67,-3.68,-3.61,59500,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.626,-0.672,-0.349
55.63913203,-6690,-4610.0,-2850.0,3.93,-3.52,-3.5,59500,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.626,-0.672,-0.349
56.63913203,-6440,-4820.0,-3060.0,4.18,-3.34,-3.39,59500,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.626,-0.672,-0.349
57.63913203,-6190,-5010.0,-3260.0,4.41,-3.15,-3.27,59500,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.626,-0.672,-0.35
58.63913203,-5910,-5190.0,-3450.0,4.64,-2.96,-3.15,59500,0,0,0,0,0,0,-317000,210000.0,120000.0,-0.625,-0.672,-0.35
59.63913203,-5630,-5370.0,-3640.0,4.86,-2.76,-3.01,59500,0,0,0,0,0,0,-318000,210000.0,120000.0,-0.625,-0.672,-0.35
60.63913203,-5330,-5530.0,-3810.0,5.07,-2.56,-2.87,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.625,-0.672,-0.35
61.63913203,-5020,-5670.0,-3980.0,5.26,-2.34,-2.72,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.625,-0.673,-0.35
62.63913203,-4700,-5810.0,-4140.0,5.45,-2.12,-2.57,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.625,-0.673,-0.35
63.63913203,-4370,-5930.0,-4290.0,5.62,-1.9,-2.4,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.625,-0.673,-0.35
64.63913203,-4020,-6040.0,-4430.0,5.79,-1.67,-2.24,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.625,-0.673,-0.35
65.63913203,-3670,-6130.0,-4560.0,5.94,-1.43,-2.06,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.625,-0.673,-0.35
66.63913203,-3310,-6210.0,-4680.0,6.08,-1.18,-1.88,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.624,-0.673,-0.35
67.63913203,-2940,-6270.0,-4780.0,6.2,-0.936,-1.69,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.624,-0.673,-0.35
68.63913203,-2570,-6320.0,-4880.0,6.31,-0.682,-1.49,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.624,-0.673,-0.35
69.63913203,-2190,-6350.0,-4960.0,6.41,-0.424,-1.29,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.624,-0.673,-0.35
70.63913203,-1800,-6370.0,-5030.0,6.49,-0.161,-1.08,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.624,-0.673,-0.35
71.63913203,-1410,-6370.0,-5090.0,6.56,0.105,-0.872,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.624,-0.673,-0.35
72.63913203,-1010,-6360.0,-5140.0,6.61,0.376,-0.655,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.624,-0.673,-0.35
73.63913203,-616,-6330.0,-5170.0,6.64,0.649,-0.432,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.624,-0.673,-0.35
74.63913203,-217,-6280.0,-5190.0,6.66,0.925,-0.205,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.623,-0.674,-0.35
75.63913203,183,-6210.0,-5190.0,6.66,1.2,0.027,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.623,-0.674,-0.35
76.63913203,583,-6130.0,-5190.0,6.65,1.48,0.263,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.623,-0.674,-0.35
77.63913203,980,-6040.0,-5160.0,6.61,1.76,0.502,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.623,-0.674,-0.35
78.63913203,1380,-5920.0,-5130.0,6.55,2.05,0.745,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.623,-0.674,-0.35
79.63913203,1770,-5790.0,-5070.0,6.48,2.33,0.99,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.623,-0.674,-0.351
80.63913203,2150,-5640.0,-5010.0,6.38,2.61,1.24,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.623,-0.674,-0.351
81.63913203,2530,-5480.0,-4920.0,6.27,2.88,1.49,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.623,-0.674,-0.351
82.63913203,2900,-5300.0,-4830.0,6.13,3.16,1.74,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.622,-0.674,-0.351
83.63913203,3270,-5100.0,-4720.0,5.97,3.43,1.99,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.622,-0.674,-0.351
84.63913203,3620,-4890.0,-4590.0,5.78,3.7,2.24,59500,0,0,0,0,0,0,-318000,209000.0,120000.0,-0.622,-0.674,-0.351
85.63913203,3960,-4660.0,-4450.0,5.57,3.96,2.48,59500,0,0,0,0,0,0,-318000,208000.0,120000.0,-0.622,-0.674,-0.351
86.63913203,4290,-4410.0,-4290.0,5.34,4.21,2.73,59500,0,0,0,0,0,0,-319000,208000.0,120000.0,-0.622,-0.675,-0.351
87.63913203,4600,-4150.0,-4120.0,5.09,4.46,2.97,59500,0,0,0,0,0,0,-319000,208000.0,120000.0,-0.622,-0.675,-0.351
88.63913203,4900,-3880.0,-3940.0,4.81,4.69,3.21,59500,0,0,0,0,0,0,-319000,208000.0,120000.0,-0.622,-0.675,-0.351
89.63913203,5180,-3590.0,-3740.0,4.51,4.92,3.44,59500,0,0,0,0,0,0,-319000,208000.0,120000.0,-0.622,-0.675,-0.351
90.63913203,5440,-3290.0,-3520.0,4.18,5.13,3.66,59500,0,0,0,0,0,0,-319000,208000.0,120000.0,-0.621,-0.675,-0.351
91.63913203,5680,-2970.0,-3300.0,3.83,5.33,3.88,59500,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.621,-0.675,-0.351
92.63913203,5900,-2650.0,-3060.0,3.45,5.51,4.08,59500,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.621,-0.675,-0.351
93.63913203,6090,-2310.0,-2810.0,3.06,5.67,4.28,59500,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.621,-0.675,-0.351
94.63913203,6260,-1970.0,-2540.0,2.64,5.82,4.46,59500,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.621,-0.675,-0.351
95.63913203,6410,-1610.0,-2270.0,2.2,5.94,4.63,59500,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.621,-0.675,-0.351
96.63913203,6530,-1250.0,-1990.0,1.74,6.04,4.78,59500,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.621,-0.675,-0.351
97.63913203,6620,-888.0,-1700.0,1.26,6.12,4.91,59500,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.621,-0.675,-0.351
98.63913203,6680,-519.0,-1400.0,0.771,6.17,5.03,59500,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.621,-0.675,-0.351
99.63913203,6710,-148.0,-1100.0,0.266,6.2,5.12,59500,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.62,-0.676,-0.351
100.1082326,6710,26.6,-951.0,0.0246,6.2,5.16,59500,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.62,-0.676,-0.351
101.1082326,6700,400.0,-637.0,-0.552,6.26,5.29,58000,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.62,-0.676,-0.351
102.1082326,6650,777.0,-317.0,-1.14,6.28,5.4,56500,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.62,-0.676,-0.352
103.1082326,6560,1150.0,9.66,-1.72,6.28,5.48,55100,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.62,-0.676,-0.352
104.1082326,6440,1530.0,340.0,-2.31,6.25,5.54,53600,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.62,-0.676,-0.352
105.1082326,6280,1900.0,674.0,-2.89,6.19,5.57,52200,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.62,-0.676,-0.352
106.1082326,6090,2270.0,1010.0,-3.47,6.1,5.58,50700,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.62,-0.676,-0.352
107.1082326,5870,2630.0,1340.0,-4.03,5.98,5.56,49300,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.619,-0.676,-0.352
108.1082326,5610,2990.0,1680.0,-4.57,5.83,5.52,47800,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.619,-0.676,-0.352
109.1082326,5320,3330.0,2000.0,-5.08,5.66,5.45,46300,0,0,0,0,0,0,-319000,208000.0,119000.0,-0.619,-0.676,-0.352
110.1082326,5000,3670.0,2330.0,-5.56,5.47,5.36,44900,0,0,0,0,0,0,-319000,207000.0,119000.0,-0.619,-0.676,-0.352
111.1082326,4650,3990.0,2650.0,-6.01,5.26,5.25,43400,0,0,0,0,0,0,-319000,207000.0,119000.0,-0.619,-0.676,-0.352
112.1082326,4280,4300.0,2960.0,-6.41,5.04,5.13,42000,0,0,0,0,0,0,-319000,207000.0,119000.0,-0.619,-0.677,-0.352
113.1082326,3880,4590.0,3260.0,-6.77,4.82,4.99,40500,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.619,-0.677,-0.352
114.1082326,3470,4880.0,3560.0,-7.07,4.6,4.85,39100,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.619,-0.677,-0.352
115.1082326,3040,5150.0,3840.0,-7.33,4.38,4.7,37600,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.618,-0.677,-0.352
116.1082326,2590,5400.0,4120.0,-7.54,4.17,4.56,36100,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.618,-0.677,-0.352
117.1082326,2130,5650.0,4390.0,-7.71,3.98,4.43,34700,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.618,-0.677,-0.352
118.094466,1670,5880.0,4650.0,-7.82,3.82,4.3,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.618,-0.677,-0.352
119.094466,1200,6100.0,4900.0,-7.89,3.51,4.06,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.618,-0.677,-0.352
120.094466,726,6300.0,5140.0,-7.94,3.23,3.83,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.618,-0.677,-0.352
121.094466,249,6490.0,5360.0,-7.96,2.96,3.61,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.618,-0.677,-0.352
122.094466,-229,6660.0,5570.0,-7.96,2.71,3.4,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.618,-0.677,-0.352
123.094466,-706,6810.0,5770.0,-7.94,2.47,3.2,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.618,-0.677,-0.352
124.094466,-1180,6950.0,5960.0,-7.91,2.25,3.02,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.617,-0.677,-0.353
125.094466,-1660,7080.0,6130.0,-7.87,2.05,2.84,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.617,-0.678,-0.353
126.094466,-2130,7200.0,6300.0,-7.82,1.86,2.67,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.617,-0.678,-0.353
127.094466,-2590,7310.0,6450.0,-7.76,1.68,2.52,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.617,-0.678,-0.353
128.094466,-3060,7400.0,6600.0,-7.7,1.52,2.37,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.617,-0.678,-0.353
129.094466,-3520,7490.0,6740.0,-7.63,1.37,2.24,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.617,-0.678,-0.353
130.094466,-3970,7570.0,6870.0,-7.56,1.23,2.11,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.617,-0.678,-0.353
131.094466,-4430,7630.0,6990.0,-7.49,1.09,1.99,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.617,-0.678,-0.353
132.094466,-4870,7700.0,7110.0,-7.42,0.969,1.87,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.616,-0.678,-0.353
133.094466,-5320,7750.0,7220.0,-7.34,0.854,1.77,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.616,-0.678,-0.353
134.094466,-5750,7800.0,7320.0,-7.26,0.746,1.67,33200,0,0,0,0,0,0,-320000,207000.0,119000.0,-0.616,-0.678,-0.353
135.094466,-6190,7840.0,7420.0,-7.19,0.646,1.57,33200,0,0,0,0,0,0,-320000,206000.0,119000.0,-0.616,-0.678,-0.353
136.094466,-6620,7880.0,7510.0,-7.11,0.551,1.48,33200,0,0,0,0,0,0,-320000,206000.0,119000.0,-0.616,-0.678,-0.353
137.094466,-7040,7910.0,7590.0,-7.03,0.463,1.4,33200,0,0,0,0,0,0,-320000,206000.0,119000.0,-0.616,-0.678,-0.353
138.094466,-7460,7930.0,7670.0,-6.96,0.38,1.32,33200,0,0,0,0,0,0,-320000,206000.0,119000.0,-0.616,-0.679,-0.353
139.094466,-7870,7950.0,7750.0,-6.88,0.302,1.24,33200,0,0,0,0,0,0,-320000,206000.0,118000.0,-0.616,-0.679,-0.353
140.094466,-8290,7970.0,7820.0,-6.81,0.229,1.17,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.615,-0.679,-0.353
141.094466,-8690,7980.0,7890.0,-6.73,0.161,1.1,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.615,-0.679,-0.353
142.094466,-9090,7990.0,7960.0,-6.66,0.0959,1.04,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.615,-0.679,-0.353
143.094466,-9490,7990.0,8020.0,-6.59,0.0348,0.976,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.615,-0.679,-0.353
144.094466,-9880,7990.0,8070.0,-6.52,-0.0228,0.918,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.615,-0.679,-0.353
145.094466,-10300,7990.0,8130.0,-6.45,-0.0772,0.863,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.615,-0.679,-0.353
146.094466,-10700,7980.0,8180.0,-6.39,-0.129,0.811,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.615,-0.679,-0.354
147.094466,-11000,7970.0,8220.0,-6.32,-0.177,0.761,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.615,-0.679,-0.354
148.094466,-11400,7960.0,8270.0,-6.25,-0.223,0.713,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.614,-0.679,-0.354
149.094466,-11800,7950.0,8310.0,-6.19,-0.267,0.667,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.614,-0.679,-0.354
150.094466,-12200,7930.0,8350.0,-6.13,-0.309,0.624,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.614,-0.679,-0.354
151.094466,-12500,7910.0,8380.0,-6.07,-0.348,0.582,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.614,-0.68,-0.354
152.094466,-12900,7890.0,8420.0,-6.01,-0.385,0.542,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.614,-0.68,-0.354
153.094466,-13200,7860.0,8450.0,-5.95,-0.421,0.504,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.614,-0.68,-0.354
154.094466,-13600,7840.0,8480.0,-5.89,-0.455,0.468,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.614,-0.68,-0.354
155.094466,-14000,7810.0,8510.0,-5.83,-0.487,0.433,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.614,-0.68,-0.354
156.094466,-14300,7780.0,8530.0,-5.78,-0.518,0.399,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.613,-0.68,-0.354
157.094466,-14600,7750.0,8550.0,-5.72,-0.547,0.367,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.613,-0.68,-0.354
158.094466,-15000,7710.0,8570.0,-5.67,-0.575,0.336,33200,0,0,0,0,0,0,-321000,206000.0,118000.0,-0.613,-0.68,-0.354
159.094466,-15300,7680.0,8590.0,-5.62,-0.601,0.307,33200,0,0,0,0,0,0,-321000,205000.0,118000.0,-0.613,-0.68,-0.354
160.094466,-15700,7640.0,8610.0,-5.57,-0.627,0.278,33200,0,0,0,0,0,0,-321000,205000.0,118000.0,-0.613,-0.68,-0.354
161.094466,-16000,7600.0,8630.0,-5.52,-0.651,0.25,33200,0,0,0,0,0,0,-321000,205000.0,118000.0,-0.613,-0.68,-0.354
162.094466,-16300,7560.0,8640.0,-5.47,-0.674,0.224,33200,0,0,0,0,0,0,-321000,205000.0,118000.0,-0.613,-0.68,-0.354
163.094466,-16700,7520.0,8650.0,-5.42,-0.697,0.198,33200,0,0,0,0,0,0,-321000,205000.0,118000.0,-0.613,-0.68,-0.354
164.094466,-17000,7480.0,8670.0,-5.37,-0.718,0.174,33200,0,0,0,0,0,0,-321000,205000.0,118000.0,-0.612,-0.681,-0.354
165.094466,-17300,7440.0,8680.0,-5.32,-0.738,0.15,33200,0,0,0,0,0,0,-321000,205000.0,118000.0,-0.612,-0.681,-0.354
166.094466,-17600,7390.0,8680.0,-5.28,-0.758,0.127,33200,0,0,0,0,0,0,-321000,205000.0,118000.0,-0.612,-0.681,-0.354
167.094466,-17900,7350.0,8690.0,-5.23,-0.777,0.105,33200,0,0,0,0,0,0,-321000,205000.0,118000.0,-0.612,-0.681,-0.354
168.094466,-18200,7300.0,8700.0,-5.19,-0.795,0.0837,33200,0,0,0,0,0,0,-322000,205000.0,118000.0,-0.612,-0.681,-0.354
169.094466,-18600,7250.0,8700.0,-5.14,-0.812,0.0631,33200,0,0,0,0,0,0,-322000,205000.0,118000.0,-0.612,-0.681,-0.355
170.094466,-18900,7200.0,8700.0,-5.1,-0.828,0.0432,33200,0,0,0,0,0,0,-322000,205000.0,118000.0,-0.612,-0.681,-0.355
171.094466,-19200,7150.0,8710.0,-5.06,-0.844,0.0239,33200,0,0,0,0,0,0,-322000,205000.0,118000.0,-0.612,-0.681,-0.355
172.094466,-19500,7100.0,8710.0,-5.02,-0.86,0.00525,33200,0,0,0,0,0,0,-322000,205000.0,118000.0,-0.611,-0.681,-0.355
173.094466,-19800,7050.0,8710.0,-4.98,-0.874,-0.0128,33200,0,0,0,0,0,0,-322000,205000.0,118000.0,-0.611,-0.681,-0.355
174.094466,-20100,6990.0,8700.0,-4.94,-0.888,-0.0303,33200,0,0,0,0,0,0,-322000,205000.0,118000.0,-0.611,-0.681,-0.355
175.094466,-20400,6940.0,8700.0,-4.9,-0.902,-0.0472,33200,0,0,0,0,0,0,-322000,205000.0,118000.0,-0.611,-0.681,-0.355
176.094466,-20700,6890.0,8700.0,-4.86,-0.915,-0.0636,33200,0,0,0,0,0,0,-322000,205000.0,118000.0,-0.611,-0.681,-0.355
177.094466,-20900,6830.0,8690.0,-4.82,-0.928,-0.0795,33200,0,0,0,0,0,0,-322000,205000.0,118000.0,-0.611,-0.682,-0.355
178.094466,-21200,6780.0,8690.0,-4.78,-0.94,-0.095,33200,0,0,0,0,0,0,-322000,205000.0,118000.0,-0.611,-0.682,-0.355
179.094466,-21500,6720.0,8680.0,-4.75,-0.951,-0.11,33200,0,0,0,0,0,0,-322000,205000.0,118000.0,-0.611,-0.682,-0.355
180.094466,-21800,6660.0,8680.0,-4.71,-0.962,-0.124,33200,0,0,0,0,0,0,-322000,205000.0,118000.0,-0.61,-0.682,-0.355
