MISSION ELAPSED TIME (min),Rx(km)[J2000-EARTH],Ry(km)[J2000-EARTH],Rz(km)[J2000-EARTH],Vx(km/s)[J2000-EARTH],Vy(km/s)[J2000-EARTH],Vz(km/s)[J2000-EARTH],MASS (kg),WPSA,WPSA Range,DS54,DS54 Range,DS24,Range DS24,DS34,Range DS34
0.0,3689.773564,4222.72217,3028.891599,-0.307917333,0.268538679,0.000720065,4592.6,1,1139.486313,0,,0,,0,
8.236480545,2319.817224,4865.712767,3698.167005,-7.474524081,2.142612551,2.894976887,60129.73972,0,,0,,0,,0,
9.236480545,1865.808701,4981.749611,3862.256016,-7.65217195,1.724827772,2.573245596,60129.73972,0,,1,3804.920572,0,,0,
10.23648055,1402.384261,5072.667625,4006.812686,-7.788450893,1.30581359,2.244322238,60129.73972,0,,1,3804.920572,0,,0,
11.23648055,932.0104707,5138.4804,4131.480818,-7.883948983,0.888450483,1.910701763,60129.73972,0,,1,3804.920572,0,,0,
12.23648055,457.1066771,5179.368385,4236.050692,-7.93964356,0.475414741,1.574766234,60129.73972,0,,1,3804.920572,0,,0,
13.23648055,-19.97676063,5195.6658,4320.451362,-7.956847669,0.069152241,1.238754935,60129.73972,0,,1,3804.920572,0,,0,
14.23648055,-496.9769412,5187.846254,4384.741366,-7.937154128,-0.328138849,0.904741609,60129.73972,0,,1,3804.920572,0,,0,
15.23648055,-971.7335203,5156.50757,4429.098291,-7.882379437,-0.714516954,0.574618717,60129.73972,0,,1,3804.920572,0,,0,
16.23648055,-1442.200491,5102.356322,4453.807591,-7.79450954,-1.08829837,0.250088327,60129.73972,0,,1,3804.920572,0,,0,
17.23648055,-1906.454806,5026.192483,4459.251039,-7.675649078,-1.448052019,-0.067341031,60129.73972,0,,1,3804.920572,0,,0,
18.23648055,-2362.702095,4928.894567,4445.895151,-7.527975387,-1.792588909,-0.376352394,60129.73972,0,,1,3804.920572,0,,0,
19.23648055,-2809.27978,4811.405518,4414.27986,-7.353697992,-2.120947607,-0.675814242,60129.73972,0,,1,3804.920572,0,,0,
20.23648055,-3244.657942,4674.719569,4365.00765,-7.155023952,-2.432376945,-0.964771208,60129.73972,0,,1,3804.920572,0,,0,
21.23648055,-3667.438274,4519.870184,4298.733329,-6.934129027,-2.726317053,-1.242432508,60129.73972,0,,1,3804.920572,0,,0,
22.23648055,-4076.35148,4347.919174,4216.154538,-6.693134399,-3.002379637,-1.50815892,60129.73972,0,,0,,0,,0,
23.23648055,-4470.253434,4159.946995,4118.003068,-6.434088495,-3.260328225,-1.76144897,60129.73972,0,,0,,0,,0,
24.23648055,-4848.120379,3957.044221,4005.037018,-6.158953369,-3.500058919,-2.001924858,60129.73972,0,,0,,0,,0,
25.23648055,-5209.043443,3740.304141,3878.033793,-5.869595089,-3.721582058,-2.229318554,60129.73972,0,,0,,0,,0,
26.23648055,-5552.222675,3510.816431,3737.783925,-5.567777544,-3.925005061,-2.443458358,60129.73972,0,,0,,0,,0,
27.23648055,-5876.960802,3269.661807,3585.085678,-5.255159138,-4.110516609,-2.64425616,60129.73972,0,,0,,0,,0,
28.23648055,-6182.656865,3017.907591,3420.740395,-4.933291871,-4.278372264,-2.831695548,60129.73972,0,,0,,0,,0,
29.23648055,-6468.799851,2756.604091,3245.548528,-4.603622351,-4.428881558,-3.005820849,60129.73972,0,,0,,0,,0,
30.23648055,-6734.962443,2486.781712,3060.3063,-4.267494323,-4.562396518,-3.166727157,60129.73972,0,,0,,0,,0,
31.23648055,-6980.794954,2209.448722,2865.802933,-3.926152374,-4.679301593,-3.314551359,60129.73972,0,,0,,0,,0,
32.23648055,-7206.019509,1925.589567,2662.818384,-3.580746503,-4.780004897,-3.449464124,60129.73972,0,,0,,0,,0,
33.23648055,-7410.424523,1636.163691,2452.121533,-3.232337288,-4.864930666,-3.57166284,60129.73972,0,,0,,0,,0,
34.23648055,-7593.859503,1342.104762,2234.468776,-2.881901453,-4.934512844,-3.681365419,60129.73972,0,,0,,0,,0,
35.23648055,-7756.230186,1044.320257,2010.602951,-2.530337643,-4.989189675,-3.778804918,60129.73972,0,,0,,0,,0,
36.23648055,-7897.494034,743.6913444,1781.25258,-2.178472278,-5.029399205,-3.864224916,60129.73972,0,,0,,0,,0,
37.23648055,-8017.65607,441.0730108,1547.131351,-1.827065381,-5.055575577,-3.937875555,60129.73972,0,,0,,0,,0,
38.23648055,-8116.765072,137.2943871,1308.937834,-1.476816284,-5.068146042,-4.000010195,60129.73972,0,,0,,0,,0,
39.23648055,-8194.910096,-166.8407631,1067.355371,-1.128369166,-5.067528578,-4.050882604,60129.73972,0,,0,,0,,0,
40.23648055,-8252.217328,-470.5534292,823.0521261,-0.782318377,-5.054130043,-4.090744632,60129.73972,0,,0,,0,,0,
41.23648055,-8288.847247,-773.088643,576.6812584,-0.439213522,-5.028344794,-4.119844303,60129.73972,0,,0,,0,,0,
42.23648055,-8304.992087,-1073.714697,328.8811994,-0.099564283,-4.990553688,-4.13842427,60129.73972,0,,0,,0,,0,
43.23648055,-8300.87358,-1371.722312,80.27601373,0.236155013,-4.94112344,-4.146720601,60129.73972,0,,0,,0,,0,
44.23648055,-8276.740968,-1666.42378,-168.5241763,0.567501093,-4.880406252,-4.144961838,60129.73972,0,,0,,0,,0,
45.23648055,-8232.869254,-1957.152085,-416.9227173,0.89405769,-4.808739699,-4.133368303,60129.73972,0,,0,,0,,0,
46.23648055,-8169.557709,-2243.260027,-664.3359157,1.215431742,-4.726446824,-4.112151614,60129.73972,0,,0,,0,,0,
47.23648055,-8087.128576,-2524.119362,-910.1925063,1.531249817,-4.633836405,-4.081514385,60129.73972,0,,0,,0,,0,
48.63913203,-7939.798306,-2908.441304,-1251.694232,1.977502442,-4.518661328,-4.051248228,59529.04604,0,,0,,0,,0,
49.63913203,-7812.08519,-3176.120857,-1493.237622,2.278498027,-4.402397725,-3.998707764,59529.04604,0,,0,,0,,0,
50.63913203,-7666.514452,-3436.54064,-1731.362087,2.572698408,-4.276714285,-3.937313264,59529.04604,0,,0,,0,,0,
51.63913203,-7503.504192,-3689.143523,-1965.541578,2.859758453,-4.14187814,-3.867236779,59529.04604,0,,0,,0,,0,
52.63913203,-7323.493029,-3933.388136,-2195.260178,3.139339068,-3.998147683,-3.788643966,59529.04604,0,,0,,0,,0,
53.63913203,-7126.939801,-4168.748373,-2420.011724,3.411104897,-3.845773411,-3.70169445,59529.04604,0,,0,,0,,0,
54.63913203,-6914.323412,-4394.712944,-2639.299462,3.674722153,-3.684998852,-3.606542281,59529.04604,0,,0,,0,,0,
55.63913203,-6686.142798,-4610.784984,-2852.635728,3.929856562,-3.516061582,-3.503336479,59529.04604,0,,0,,0,,0,
56.63913203,-6442.917013,-4816.481736,-3059.541662,4.176171412,-3.33919433,-3.392221671,59529.04604,0,,0,,0,,0,
57.63913203,-6185.185435,-5011.334287,-3259.546969,4.413325706,-3.154626168,-3.273338812,59529.04604,0,,0,,0,,0,
58.63913203,-5913.508075,-5194.887393,-3452.189722,4.640972414,-2.962583791,-3.146825995,59529.04604,0,,0,,0,,0,
59.63913203,-5628.465986,-5366.699371,-3637.016213,4.858756819,-2.763292884,-3.012819353,59529.04604,0,,0,,0,,0,
60.63913203,-5330.661775,-5526.34209,-3813.580871,5.066314949,-2.556979596,-2.871454055,59529.04604,0,,0,,0,,0,
61.63913203,-5020.720203,-5673.401036,-3981.446231,5.263272108,-2.343872109,-2.722865403,59529.04604,0,,0,,0,,0,
62.63913203,-4699.288868,-5807.475493,-4140.182983,5.449241503,-2.124202321,-2.567190031,59529.04604,0,,0,,0,,0,
63.63913203,-4367.038972,-5928.178812,-4289.370084,5.623822963,-1.898207648,-2.404567226,59529.04604,0,,0,,0,,1,4625.421092
64.63913203,-4024.666155,-6035.138804,-4428.594965,5.786601781,-1.66613295,-2.235140366,59529.04604,0,,0,,0,,1,4625.421092
65.63913203,-3672.891406,-6127.998246,-4557.453823,5.937147661,-1.428232603,-2.05905849,59529.04604,0,,0,,0,,1,4625.421092
66.63913203,-3312.462019,-6206.415516,-4675.552006,6.075013815,-1.184772712,-1.876478018,59529.04604,0,,0,,0,,1,4625.421092
67.63913203,-2944.152611,-6270.065373,-4782.504519,6.199736204,-0.936033483,-1.68756462,59529.04604,0,,0,,0,,1,4625.421092
68.63913203,-2568.766175,-6318.639872,-4877.936632,6.310832967,-0.682311771,-1.492495256,59529.04604,0,,0,,0,,1,4625.421092
69.63913203,-2187.135157,-6351.849445,-4961.484629,6.407804052,-0.423923792,-1.291460394,59529.04604,0,,0,,0,,1,4625.421092
70.63913203,-1800.122557,-6369.424154,-5032.796685,6.490131098,-0.161208041,-1.084666421,59529.04604,0,,0,,0,,1,4625.421092
71.63913203,-1408.623024,-6371.115113,-5091.533901,6.557277598,0.105471616,-0.872338257,59529.04604,0,,0,,0,,1,4625.421092
72.63913203,-1013.563928,-6356.696112,-5137.371501,6.6086894,0.375722635,-0.654722189,59529.04604,0,,0,,0,,1,4625.421092
73.63913203,-615.9063979,-6325.96544,-5170.000201,6.6437956,0.649120302,-0.432088917,59529.04604,0,,0,,0,,1,4625.421092
74.63913203,-216.6462854,-6278.747928,-5189.127775,6.662009891,0.92520404,-0.204736845,59529.04604,0,,0,,0,,1,4625.421092
75.63913203,183.1849617,-6214.897211,-5194.480816,6.662732444,1.203473534,0.02700441,59529.04604,0,,0,,0,,1,4625.421092
76.63913203,582.5195612,-6134.298238,-5185.806727,6.645352401,1.483384694,0.262770271,59529.04604,0,,0,,0,,1,4625.421092
77.63913203,980.2528268,-6036.87002,-5162.875933,6.609251078,1.764345475,0.502157236,59529.04604,0,,0,,0,,1,4625.421092
78.63913203,1375.242814,-5922.568637,-5125.484337,6.553805964,2.045711601,0.744718718,59529.04604,0,,0,,0,,1,4625.421092
79.63913203,1766.310234,-5791.390497,-5073.456042,6.478395644,2.326782251,0.989960702,59529.04604,0,,0,,0,,1,4625.421092
80.63913203,2152.23869,-5643.375866,-5006.646323,6.382405742,2.60679576,1.23733728,59529.04604,0,,0,,0,,1,4625.421092
81.63913203,2531.775311,-5478.612637,-4924.944882,6.265236014,2.884925444,1.486246109,59529.04604,0,,0,,0,,1,4625.421092
82.63913203,2903.631839,-5297.240354,-4828.279368,6.126308712,3.16027565,1.736023871,59529.04604,0,,0,,0,,0,
83.63913203,3266.486266,-5099.454462,-4716.619167,5.965078329,3.431878167,1.985941844,59529.04604,0,,0,,0,,0,
84.63913203,3618.985099,-4885.510752,-4589.97946,5.781042846,3.698689183,2.235201684,59529.04604,0,,0,,0,,0,
85.63913203,3959.746345,-4655.729972,-4448.425512,5.57375657,3.959586959,2.482931606,59529.04604,0,,0,,0,,0,
86.63913203,4287.363317,-4410.502549,-4292.077183,5.34284463,4.213370479,2.728183115,59529.04604,0,,0,,0,,0,
87.63913203,4600.40936,-4150.293355,-4121.113606,5.088019162,4.458759337,2.969928546,59529.04604,0,,0,,0,,0,
88.63913203,4897.443603,-3875.646439,-3935.77799,4.809097167,4.69439516,3.207059636,59529.04604,0,,0,,0,,0,
89.63913203,5177.017819,-3587.189611,-3736.382462,4.506019923,4.91884491,3.438387458,59529.04604,0,,0,,0,,0,
90.63913203,5437.684504,-3285.638774,-3523.31287,4.178873777,5.130606416,3.662644012,59529.04604,0,,0,,0,,0,
91.63913203,5678.006233,-2971.801836,-3297.033429,3.827912,5.328116508,3.878485848,59529.04604,0,,0,,0,,0,
92.63913203,5896.566344,-2646.582059,-3058.09108,3.453577262,5.509762088,4.084500053,59529.04604,0,,0,,0,,0,
93.63913203,6091.980981,-2310.980638,-2807.119416,3.056524141,5.673894458,4.279212957,59529.04604,0,,0,,0,,0,
94.63913203,6262.912469,-1966.09832,-2544.841983,2.637640931,5.818847142,4.46110185,59529.04604,0,,0,,0,,0,
95.63913203,6408.083954,-1613.135849,-2272.074799,2.198069881,5.942957329,4.628609954,59529.04604,0,,0,,0,,0,
96.63913203,6526.295185,-1253.39301,-1989.727857,1.739224854,6.044590948,4.780164797,59529.04604,0,,0,,0,,0,
97.63913203,6616.43925,-888.2660616,-1698.805436,1.262805323,6.12217122,4.914200014,59529.04604,0,,0,,0,,0,
98.63913203,6677.520019,-519.2433684,-1400.40499,0.770805548,6.174210344,5.029180488,59529.04604,0,,0,,0,,0,
99.63913203,6708.669958,-147.8990401,-1095.714446,0.265517724,6.199343792,5.123630556,59529.04604,0,,0,,0,,0,
100.1082326,6712.758423,26.63310567,-950.9746977,0.024630746,6.201514065,5.160465676,59454.07604,0,,0,,0,,0,
101.1082326,6696.992724,400.4799717,-637.3789476,-0.551598795,6.255539942,5.28917081,57996.93593,0,,0,,0,,0,
102.1082326,6646.420776,776.745842,-316.7141186,-1.135099154,6.281967796,5.395881325,56539.79583,0,,0,,0,,0,
103.1082326,6560.698231,1153.744249,9.661088304,-1.722708833,6.279811284,5.479309872,55082.65572,0,,0,,0,,0,
104.1082326,6439.688501,1529.736707,340.314087,-2.310658279,6.248343317,5.538297273,53625.51561,0,,0,,1,4297.006633,0,
105.1082326,6283.499912,1902.952138,673.7492394,-2.894553959,6.187227752,5.571920608,52168.3755,0,,0,,1,4297.006633,0,
106.1082326,6092.522517,2271.614615,1008.425723,-3.469407932,6.096663811,5.579618634,50711.23539,0,,0,,1,4297.006633,0,
107.1082326,5867.46144,2633.979879,1342.783248,-4.029725963,5.977531189,5.561326239,49254.09528,0,,0,,1,4297.006633,0,
108.1082326,5609.362934,2988.380152,1675.275794,-4.569662872,5.831518485,5.517604611,47796.95517,1,74284.61081,0,,1,4297.006633,0,
109.1082326,5319.629075,3333.275631,2004.412591,-5.08324572,5.661213758,5.449749401,46339.81506,1,74284.61081,0,,1,4297.006633,0,
110.1082326,5000.017252,3667.309729,2328.804432,-5.564653899,5.470135133,5.35985683,44882.67496,1,74284.61081,0,,1,4297.006633,0,
111.1082326,4652.621729,3989.363871,2647.212205,-6.008531997,5.262682932,5.250828835,43425.53485,1,74284.61081,0,,1,4297.006633,0,
112.1082326,4279.83633,4298.606782,2958.593554,-6.410299125,5.044003559,5.126303896,41968.39474,1,74284.61081,0,,1,4297.006633,0,
113.1082326,3884.299755,4594.53303,3262.143046,-6.766410986,4.819768936,4.990510381,40511.25463,1,74284.61081,0,,0,,0,
114.1082326,3468.827676,4876.986242,3557.321435,-7.074532182,4.595891088,4.848052629,39054.11452,1,74284.61081,0,,0,,0,
115.1082326,3036.337994,5146.164063,3843.870632,-7.333588238,4.378205337,4.703653263,37596.97441,1,74284.61081,0,,0,,0,
116.1082326,2589.776888,5402.604175,4121.8127,-7.54368755,4.172162403,4.561884092,36139.8343,1,74284.61081,0,,0,,0,
117.1082326,2132.05316,5647.153063,4391.433208,-7.705927135,3.982566866,4.426919054,34682.69419,1,74284.61081,0,,0,,0,
118.094466,1672.447436,5877.770421,4649.696726,-7.82081869,3.815563755,4.303966861,33240.775,1,74284.61081,1,68027.60838,0,,0,
119.094466,1200.86585,6097.559614,4900.645816,-7.89350509,3.513461156,4.062543156,33240.775,1,74284.61081,1,68027.60838,0,,0,
120.094466,725.7896108,6299.720009,5137.39988,-7.938041599,3.228049771,3.830998917,33240.775,1,74284.61081,1,68027.60838,0,,0,
121.094466,248.7789951,6485.267464,5360.582199,-7.958657716,2.959716325,3.610265055,33231.915,1,74284.61081,1,68027.60838,0,,0,
122.094466,-228.8477907,6655.225876,5570.85756,-7.959182908,2.708366926,3.400813299,33231.915,1,74284.61081,1,68027.60838,0,,0,
123.094466,-705.9892831,6810.602567,5768.908036,-7.943009919,2.473563484,3.202765071,33231.915,1,74284.61081,1,68027.60838,0,,0,
124.094466,-1181.734418,6952.371088,5955.414842,-7.913094934,2.254634943,3.015984543,33231.915,1,74284.61081,1,68027.60838,0,,0,
125.094466,-1655.336943,7081.459971,6131.045275,-7.87198072,2.05076432,2.840154719,33231.915,1,74284.61081,1,68027.60838,0,,0,
126.094466,-2126.191647,7198.746041,6296.44371,-7.821832462,1.861054425,2.674837496,33231.915,1,74284.61081,1,68027.60838,0,,0,
127.094466,-2593.812933,7305.051127,6452.22579,-7.76447916,1.684575886,2.519519727,33231.915,1,74284.61081,1,68027.60838,0,,0,
128.094466,-3057.815918,7401.141205,6598.975,-7.701455977,1.520401063,2.373647602,33231.915,1,74284.61081,1,68027.60838,0,,0,
129.094466,-3517.900033,7487.727244,6737.241024,-7.634044724,1.36762707,2.236651685,33231.915,1,74284.61081,1,68027.60838,0,,0,
130.094466,-3973.834956,7565.467172,6867.539369,-7.563310983,1.225390631,2.107964624,33231.915,1,74284.61081,1,68027.60838,0,,0,
131.094466,-4425.448652,7634.968539,6990.351878,-7.490137199,1.092876932,1.98703328,33231.915,1,74284.61081,1,68027.60838,0,,0,
132.094466,-4872.61727,7696.791586,7106.127839,-7.415251593,0.969324178,1.873326668,33231.915,1,74284.61081,1,68027.60838,0,,0,
133.094466,-5315.256657,7751.452479,7215.285474,-7.339253073,0.85402515,1.766340821,33231.915,1,74284.61081,1,68027.60838,0,,0,
134.094466,-5753.315257,7799.426581,7318.213646,-7.262632477,0.746326716,1.665601423,33231.915,1,74284.61081,1,68027.60838,0,,0,
135.094466,-6186.768177,7841.151646,7415.273681,-7.185790542,0.64562802,1.570664864,33231.915,1,74284.61081,1,68027.60838,0,,0,
136.094466,-6615.612252,7877.030882,7506.801208,-7.10905303,0.551377837,1.481118201,33231.915,1,74284.61081,1,68027.60838,0,,0,
137.094466,-7039.861933,7907.435834,7593.107983,-7.032683398,0.463071472,1.396578378,33231.915,1,74284.61081,1,68027.60838,0,,0,
138.094466,-7459.54588,7932.709079,7674.483644,-6.956893392,0.380247446,1.316690982,33231.915,1,74284.61081,1,68027.60838,0,,0,
139.094466,-7874.704133,7953.166718,7751.197386,-6.881851877,0.302484139,1.241128702,33231.915,1,74284.61081,1,68027.60838,0,,0,
140.094466,-8285.385762,7969.100667,7823.499537,-6.807692192,0.229396506,1.169589642,33231.915,1,74284.61081,1,68027.60838,0,,0,
141.094466,-8691.646928,7980.78076,7891.623028,-6.734518271,0.160632938,1.101795579,33231.915,1,74284.61081,1,68027.60838,0,,0,
142.094466,-9093.549275,7988.45666,7955.784767,-6.662409733,0.095872302,1.037490221,33231.915,1,74284.61081,1,68027.60838,0,,0,
143.094466,-9491.158605,7992.359609,8016.186895,-6.591426111,0.03482119,0.976437519,33231.915,1,74284.61081,1,68027.60838,0,,0,
144.094466,-9884.543776,7992.704013,8073.017962,-6.521610378,-0.02278862,0.918420051,33231.915,1,74284.61081,1,68027.60838,0,,0,
145.094466,-10273.7758,7989.68888,8126.45399,-6.45299187,-0.077202488,0.863237507,33231.915,1,74284.61081,1,68027.60838,0,,0,
146.094466,-10658.92711,7983.499129,8176.659459,-6.38558872,-0.128645037,0.810705258,33231.915,1,74284.61081,1,68027.60838,0,,0,
147.094466,-11040.07094,7974.306774,8223.788213,-6.319409886,-0.17732208,0.760653046,33231.915,1,74284.61081,1,68027.60838,0,,0,
148.094466,-11417.28082,7962.272004,8267.984275,-6.25445684,-0.223422371,0.712923762,33231.915,1,74284.61081,1,68027.60838,0,,0,
149.094466,-11790.63019,7947.54415,8309.382614,-6.190724964,-0.267119183,0.66737233,33231.915,1,74284.61081,1,68027.60838,0,,0,
150.094466,-12160.19205,7930.262579,8348.109824,-6.128204726,-0.308571737,0.623864684,33231.915,1,74284.61081,1,68027.60838,0,,0,
151.094466,-12526.03872,7910.55749,8384.284765,-6.066882646,-0.347926498,0.582276829,33231.915,1,74284.61081,1,68027.60838,0,,0,
152.094466,-12888.2416,7888.55065,8418.019138,-6.006742111,-0.385318329,0.542493987,33231.915,1,74284.61081,1,68027.60838,0,,0,
153.094466,-13246.87102,7864.356056,8449.418012,-5.947764044,-0.420871548,0.504409822,33231.915,1,74284.61081,1,68027.60838,0,,0,
154.094466,-13601.99612,7838.080537,8478.580313,-5.889927468,-0.454700871,0.467925727,33231.915,1,74284.61081,1,68027.60838,0,,0,
155.094466,-13953.6847,7809.824305,8505.599266,-5.833209965,-0.486912267,0.43295018,33231.915,1,74284.61081,1,68027.60838,0,,0,
156.094466,-14302.00322,7779.681459,8530.562802,-5.777588066,-0.51760373,0.399398156,33231.915,1,74284.61081,1,68027.60838,0,,0,
157.094466,-14647.0167,7747.740437,8553.553931,-5.723037569,-0.546865968,0.367190595,33231.915,1,74284.61081,1,68027.60838,0,,0,
158.094466,-14988.78867,7714.084442,8574.651087,-5.669533801,-0.574783042,0.336253915,33231.915,1,74284.61081,1,68027.60838,0,,0,
159.094466,-15327.38119,7678.791812,8593.928444,-5.61705184,-0.601432925,0.306519566,33231.915,1,74284.61081,1,68027.60838,0,,0,
160.094466,-15662.85482,7641.936383,8611.456201,-5.565566686,-0.626888021,0.277923634,33231.915,1,74284.61081,1,68027.60838,0,,0,
161.094466,-15995.26863,7603.587797,8627.300853,-5.515053411,-0.651215627,0.250406466,33231.915,1,74284.61081,1,68027.60838,0,,0,
162.094466,-16324.68018,7563.811802,8641.525435,-5.465487279,-0.674478359,0.223912342,33231.915,1,74284.61081,1,68027.60838,0,,0,
163.094466,-16651.14556,7522.670522,8654.18975,-5.416843838,-0.696734531,0.198389166,33231.915,1,74284.61081,1,68027.60838,0,,0,
164.094466,-16974.71941,7480.2227,8665.350577,-5.369098997,-0.718038504,0.17378819,33231.915,1,74284.61081,1,68027.60838,0,,0,
165.094466,-17295.45494,7436.523929,8675.061862,-5.322229086,-0.738440999,0.150063756,33231.915,1,74284.61081,1,68027.60838,0,,0,
166.094466,-17613.40393,7391.62686,8683.374901,-5.276210904,-0.757989389,0.127173067,33231.915,1,74284.61081,1,68027.60838,0,,0,
167.094466,-17928.61682,7345.581397,8690.3385,-5.231021755,-0.776727954,0.105075973,33231.915,1,74284.61081,1,68027.60838,0,,0,
168.094466,-18241.14268,7298.434872,8695.999134,-5.186639473,-0.794698125,0.083734776,33231.915,1,74284.61081,1,68027.60838,0,,0,
169.094466,-18551.02927,7250.232212,8700.401081,-5.143042439,-0.811938699,0.063114051,33231.915,1,74284.61081,1,68027.60838,0,,0,
170.094466,-18858.32306,7201.016091,8703.586562,-5.100209597,-0.828486034,0.043180485,33231.915,1,74284.61081,1,68027.60838,0,,0,
171.094466,-19163.06929,7150.827069,8705.595855,-5.058120457,-0.844374237,0.023902725,33231.915,1,74284.61081,1,68027.60838,0,,0,
172.094466,-19465.31199,7099.703724,8706.467413,-5.016755099,-0.859635323,0.005251238,33231.915,1,74284.61081,1,68027.60838,0,,0,
173.094466,-19765.09399,7047.68277,8706.237971,-4.976094173,-0.874299373,-0.012801813,33231.915,1,74284.61081,1,68027.60838,0,,0,
174.094466,-20062.457,6994.799173,8704.942638,-4.93611889,-0.88839467,-0.030282684,33231.915,1,74284.61081,1,68027.60838,0,,0,
175.094466,-20357.44161,6941.086252,8702.614996,-4.896811022,-0.901947825,-0.047216162,33231.915,1,74284.61081,1,68027.60838,0,,0,
176.094466,-20650.08732,6886.575775,8699.287177,-4.858152887,-0.914983899,-0.063625662,33231.915,1,74284.61081,1,68027.60838,0,,0,
177.094466,-20940.4326,6831.298052,8694.989952,-4.820127345,-0.927526506,-0.079533315,33231.915,1,74284.61081,1,68027.60838,0,,0,
178.094466,-21228.51492,6775.282017,8689.752797,-4.782717779,-0.939597918,-0.09496006,33231.915,1,74284.61081,1,68027.60838,0,,0,
179.094466,-21514.37073,6718.555305,8683.603966,-4.745908092,-0.951219151,-0.109925715,33231.915,1,74284.61081,1,68027.60838,0,,0,
180.094466,-21798.03557,6661.144325,8676.570557,-4.709682687,-0.962410051,-0.124449049,33231.915,1,74284.61081,1,68027.60838,0,,0,
181.094466,-22079.54404,6603.07433,8668.67857,-4.674026456,-0.973189372,-0.138547855,33231.915,1,74284.61081,1,68027.60838,0,,0,
182.094466,-22358.92984,6544.369476,8659.952967,-4.638924766,-0.983574849,-0.152239006,33231.915,1,74284.61081,1,68027.60838,0,,0,
183.094466,-22636.22582,6485.052888,8650.417722,-4.604363449,-0.993583262,-0.165538515,33231.915,1,74284.61081,1,68027.60838,0,,0,
184.094466,-22911.46399,6425.146708,8640.095873,-4.570328781,-1.003230499,-0.178461584,33231.915,1,74284.61081,1,68027.60838,0,,0,
185.094466,-23184.67554,6364.67215,8629.009571,-4.536807473,-1.012531612,-0.191022661,33231.915,1,74284.61081,1,68027.60838,0,,0,
186.094466,-23455.89089,6303.649551,8617.180119,-4.503786657,-1.02150087,-0.203235477,33231.915,1,74284.61081,1,68027.60838,0,,0,
187.094466,-23725.1397,6242.098412,8604.628017,-4.47125387,-1.030151806,-0.215113096,33231.915,1,74284.61081,1,68027.60838,0,,0,
188.094466,-23992.45088,6180.037444,8591.373002,-4.439197045,-1.038497267,-0.22666795,33231.915,1,74284.61081,1,68027.60838,0,,0,
189.094466,-24257.85263,6117.484605,8577.434082,-4.407604491,-1.046549451,-0.237911878,33231.915,1,74284.61081,1,68027.60838,0,,0,
190.094466,-24521.37247,6054.457143,8562.82957,-4.376464888,-1.054319946,-0.248856158,33231.915,1,74284.61081,1,68027.60838,0,,0,
191.094466,-24783.03726,5990.971625,8547.57712,-4.345767268,-1.061819772,-0.259511543,33231.915,1,74284.61081,1,68027.60838,0,,0,
192.094466,-25042.87317,5927.043974,8531.693757,-4.315501007,-1.069059408,-0.269888286,33231.915,1,74284.61081,1,68027.60838,0,,0,
193.094466,-25300.9058,5862.6895,8515.195903,-4.285655812,-1.076048829,-0.279996175,33231.915,1,74284.61081,1,68027.60838,0,,0,
194.094466,-25557.16009,5797.922928,8498.099406,-4.256221707,-1.082797531,-0.28984455,33231.915,1,74284.61081,1,68027.60838,0,,0,
195.094466,-25811.66043,5732.758429,8480.419568,-4.227189027,-1.08931456,-0.299442335,33231.915,1,74284.61081,1,68027.60838,0,,0,
196.094466,-26064.43062,5667.209642,8462.171167,-4.198548401,-1.09560854,-0.308798057,33231.915,1,74284.61081,1,68027.60838,0,,0,
196.649466,-26203.98005,5630.669087,8451.803229,-4.1829461,-1.099744168,-0.314207917,26046.18107,1,74284.61081,1,68027.60838,0,,0,
197.649466,-26454.11348,5564.504504,8432.679764,-4.154897164,-1.105707478,-0.323203287,26046.18107,1,74284.61081,1,68027.60838,0,,0,
198.649466,-26702.5751,5497.988245,8413.023273,-4.127217595,-1.111467962,-0.331976714,26046.18107,1,74284.61081,1,68027.60838,0,,0,
199.649466,-26949.38681,5431.132259,8392.846851,-4.099898999,-1.117032918,-0.34053548,26046.18107,1,74284.61081,1,68027.60838,0,,0,
200.649466,-27194.57004,5363.948066,8372.163169,-4.072933238,-1.122409319,-0.348886559,26046.18107,1,74284.61081,1,68027.60838,0,,0,
201.649466,-27438.1457,5296.446779,8350.984484,-4.046312415,-1.127603825,-0.357036633,26046.18107,1,74284.61081,1,68027.60838,0,,0,
202.649466,-27680.13427,5228.639118,8329.322665,-4.020028866,-1.132622804,-0.364992105,26046.18107,1,74284.61081,1,68027.60838,0,,0,
203.649466,-27920.55576,5160.535431,8307.189201,-3.994075157,-1.137472348,-0.372759116,26046.18107,1,74284.61081,1,68027.60838,0,,0,
204.649466,-28159.42974,5092.145708,8284.595222,-3.968444071,-1.142158284,-0.380343555,26046.18107,1,74284.61081,1,68027.60838,0,,0,
205.649466,-28396.77536,5023.479597,8261.551512,-3.943128603,-1.14668619,-0.387751072,26046.18107,1,74284.61081,1,68027.60838,0,,0,
206.649466,-28632.61135,4954.546419,8238.068523,-3.918121949,-1.151061406,-0.394987092,26046.18107,1,74284.61081,1,68027.60838,0,,0,
207.649466,-28866.95604,4885.35518,8214.156387,-3.893417506,-1.15528905,-0.402056825,26046.18107,1,74284.61081,1,68027.60838,0,,0,
208.649466,-29099.82737,4815.914586,8189.82493,-3.869008855,-1.159374024,-0.408965275,26046.18107,1,74284.61081,1,68027.60838,0,,0,
